Code,Country,Year,Series,Value
4,Afghanistan,2004,Threatened Species: Vertebrates (number),31.00
4,Afghanistan,2010,Threatened Species: Vertebrates (number),31.00
4,Afghanistan,2015,Threatened Species: Vertebrates (number),31.00
4,Afghanistan,2018,Threatened Species: Vertebrates (number),34.00
4,Afghanistan,2019,Threatened Species: Vertebrates (number),33.00
4,Afghanistan,2020,Threatened Species: Vertebrates (number),33.00
4,Afghanistan,2021,Threatened Species: Vertebrates (number),38.00
4,Afghanistan,2004,Threatened Species: Invertebrates (number),1.00
4,Afghanistan,2010,Threatened Species: Invertebrates (number),1.00
4,Afghanistan,2015,Threatened Species: Invertebrates (number),2.00
4,Afghanistan,2018,Threatened Species: Invertebrates (number),2.00
4,Afghanistan,2019,Threatened Species: Invertebrates (number),2.00
4,Afghanistan,2020,Threatened Species: Invertebrates (number),2.00
4,Afghanistan,2021,Threatened Species: Invertebrates (number),2.00
4,Afghanistan,2004,Threatened Species: Plants (number),1.00
4,Afghanistan,2010,Threatened Species: Plants (number),2.00
4,Afghanistan,2015,Threatened Species: Plants (number),5.00
4,Afghanistan,2018,Threatened Species: Plants (number),5.00
4,Afghanistan,2019,Threatened Species: Plants (number),5.00
4,Afghanistan,2020,Threatened Species: Plants (number),5.00
4,Afghanistan,2021,Threatened Species: Plants (number),8.00
4,Afghanistan,2004,Threatened Species: Total (number),33.00
4,Afghanistan,2010,Threatened Species: Total (number),34.00
4,Afghanistan,2015,Threatened Species: Total (number),38.00
4,Afghanistan,2018,Threatened Species: Total (number),41.00
4,Afghanistan,2019,Threatened Species: Total (number),40.00
4,Afghanistan,2020,Threatened Species: Total (number),40.00
4,Afghanistan,2021,Threatened Species: Total (number),48.00
8,Albania,2004,Threatened Species: Vertebrates (number),33.00
8,Albania,2010,Threatened Species: Vertebrates (number),53.00
8,Albania,2015,Threatened Species: Vertebrates (number),54.00
8,Albania,2018,Threatened Species: Vertebrates (number),62.00
8,Albania,2019,Threatened Species: Vertebrates (number),61.00
8,Albania,2020,Threatened Species: Vertebrates (number),64.00
8,Albania,2021,Threatened Species: Vertebrates (number),70.00
8,Albania,2004,Threatened Species: Invertebrates (number),4.00
8,Albania,2010,Threatened Species: Invertebrates (number),47.00
8,Albania,2015,Threatened Species: Invertebrates (number),58.00
8,Albania,2018,Threatened Species: Invertebrates (number),71.00
8,Albania,2019,Threatened Species: Invertebrates (number),71.00
8,Albania,2020,Threatened Species: Invertebrates (number),73.00
8,Albania,2021,Threatened Species: Invertebrates (number),72.00
8,Albania,2004,Threatened Species: Plants (number),0.00
8,Albania,2010,Threatened Species: Plants (number),0.00
8,Albania,2015,Threatened Species: Plants (number),0.00
8,Albania,2018,Threatened Species: Plants (number),4.00
8,Albania,2019,Threatened Species: Plants (number),5.00
8,Albania,2020,Threatened Species: Plants (number),5.00
8,Albania,2021,Threatened Species: Plants (number),5.00
8,Albania,2004,Threatened Species: Total (number),37.00
8,Albania,2010,Threatened Species: Total (number),100.00
8,Albania,2015,Threatened Species: Total (number),112.00
8,Albania,2018,Threatened Species: Total (number),137.00
8,Albania,2019,Threatened Species: Total (number),137.00
8,Albania,2020,Threatened Species: Total (number),142.00
8,Albania,2021,Threatened Species: Total (number),147.00
10,Antarctica,2004,Threatened Species: Vertebrates (number),8.00
10,Antarctica,2010,Threatened Species: Vertebrates (number),6.00
10,Antarctica,2015,Threatened Species: Vertebrates (number),6.00
10,Antarctica,2018,Threatened Species: Vertebrates (number),6.00
10,Antarctica,2019,Threatened Species: Vertebrates (number),6.00
10,Antarctica,2020,Threatened Species: Vertebrates (number),6.00
10,Antarctica,2021,Threatened Species: Vertebrates (number),8.00
10,Antarctica,2004,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2010,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2015,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2018,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2019,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2020,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2021,Threatened Species: Invertebrates (number),0.00
10,Antarctica,2004,Threatened Species: Plants (number),0.00
10,Antarctica,2010,Threatened Species: Plants (number),0.00
10,Antarctica,2015,Threatened Species: Plants (number),0.00
10,Antarctica,2018,Threatened Species: Plants (number),0.00
10,Antarctica,2019,Threatened Species: Plants (number),0.00
10,Antarctica,2020,Threatened Species: Plants (number),0.00
10,Antarctica,2021,Threatened Species: Plants (number),0.00
10,Antarctica,2004,Threatened Species: Total (number),8.00
10,Antarctica,2010,Threatened Species: Total (number),6.00
10,Antarctica,2015,Threatened Species: Total (number),6.00
10,Antarctica,2018,Threatened Species: Total (number),6.00
10,Antarctica,2019,Threatened Species: Total (number),6.00
10,Antarctica,2020,Threatened Species: Total (number),6.00
10,Antarctica,2021,Threatened Species: Total (number),8.00
12,Algeria,2004,Threatened Species: Vertebrates (number),36.00
12,Algeria,2010,Threatened Species: Vertebrates (number),69.00
12,Algeria,2015,Threatened Species: Vertebrates (number),71.00
12,Algeria,2018,Threatened Species: Vertebrates (number),80.00
12,Algeria,2019,Threatened Species: Vertebrates (number),81.00
12,Algeria,2020,Threatened Species: Vertebrates (number),85.00
12,Algeria,2021,Threatened Species: Vertebrates (number),96.00
12,Algeria,2004,Threatened Species: Invertebrates (number),12.00
12,Algeria,2010,Threatened Species: Invertebrates (number),21.00
12,Algeria,2015,Threatened Species: Invertebrates (number),26.00
12,Algeria,2018,Threatened Species: Invertebrates (number),40.00
12,Algeria,2019,Threatened Species: Invertebrates (number),40.00
12,Algeria,2020,Threatened Species: Invertebrates (number),42.00
12,Algeria,2021,Threatened Species: Invertebrates (number),42.00
12,Algeria,2004,Threatened Species: Plants (number),2.00
12,Algeria,2010,Threatened Species: Plants (number),15.00
12,Algeria,2015,Threatened Species: Plants (number),17.00
12,Algeria,2018,Threatened Species: Plants (number),23.00
12,Algeria,2019,Threatened Species: Plants (number),24.00
12,Algeria,2020,Threatened Species: Plants (number),28.00
12,Algeria,2021,Threatened Species: Plants (number),32.00
12,Algeria,2004,Threatened Species: Total (number),50.00
12,Algeria,2010,Threatened Species: Total (number),105.00
12,Algeria,2015,Threatened Species: Total (number),114.00
12,Algeria,2018,Threatened Species: Total (number),143.00
12,Algeria,2019,Threatened Species: Total (number),145.00
12,Algeria,2020,Threatened Species: Total (number),155.00
12,Algeria,2021,Threatened Species: Total (number),170.00
16,American Samoa,2004,Threatened Species: Vertebrates (number),18.00
16,American Samoa,2010,Threatened Species: Vertebrates (number),21.00
16,American Samoa,2015,Threatened Species: Vertebrates (number),25.00
16,American Samoa,2018,Threatened Species: Vertebrates (number),27.00
16,American Samoa,2019,Threatened Species: Vertebrates (number),29.00
16,American Samoa,2020,Threatened Species: Vertebrates (number),32.00
16,American Samoa,2021,Threatened Species: Vertebrates (number),34.00
16,American Samoa,2004,Threatened Species: Invertebrates (number),5.00
16,American Samoa,2010,Threatened Species: Invertebrates (number),57.00
16,American Samoa,2015,Threatened Species: Invertebrates (number),64.00
16,American Samoa,2018,Threatened Species: Invertebrates (number),64.00
16,American Samoa,2019,Threatened Species: Invertebrates (number),65.00
16,American Samoa,2020,Threatened Species: Invertebrates (number),65.00
16,American Samoa,2021,Threatened Species: Invertebrates (number),66.00
16,American Samoa,2004,Threatened Species: Plants (number),1.00
16,American Samoa,2010,Threatened Species: Plants (number),1.00
16,American Samoa,2015,Threatened Species: Plants (number),1.00
16,American Samoa,2018,Threatened Species: Plants (number),1.00
16,American Samoa,2019,Threatened Species: Plants (number),1.00
16,American Samoa,2020,Threatened Species: Plants (number),2.00
16,American Samoa,2021,Threatened Species: Plants (number),2.00
16,American Samoa,2004,Threatened Species: Total (number),24.00
16,American Samoa,2010,Threatened Species: Total (number),79.00
16,American Samoa,2015,Threatened Species: Total (number),90.00
16,American Samoa,2018,Threatened Species: Total (number),92.00
16,American Samoa,2019,Threatened Species: Total (number),95.00
16,American Samoa,2020,Threatened Species: Total (number),99.00
16,American Samoa,2021,Threatened Species: Total (number),102.00
20,Andorra,2004,Threatened Species: Vertebrates (number),1.00
20,Andorra,2010,Threatened Species: Vertebrates (number),4.00
20,Andorra,2015,Threatened Species: Vertebrates (number),4.00
20,Andorra,2018,Threatened Species: Vertebrates (number),6.00
20,Andorra,2019,Threatened Species: Vertebrates (number),6.00
20,Andorra,2020,Threatened Species: Vertebrates (number),6.00
20,Andorra,2021,Threatened Species: Vertebrates (number),6.00
20,Andorra,2004,Threatened Species: Invertebrates (number),4.00
20,Andorra,2010,Threatened Species: Invertebrates (number),4.00
20,Andorra,2015,Threatened Species: Invertebrates (number),7.00
20,Andorra,2018,Threatened Species: Invertebrates (number),8.00
20,Andorra,2019,Threatened Species: Invertebrates (number),8.00
20,Andorra,2020,Threatened Species: Invertebrates (number),8.00
20,Andorra,2021,Threatened Species: Invertebrates (number),7.00
20,Andorra,2004,Threatened Species: Plants (number),0.00
20,Andorra,2010,Threatened Species: Plants (number),0.00
20,Andorra,2015,Threatened Species: Plants (number),0.00
20,Andorra,2018,Threatened Species: Plants (number),0.00
20,Andorra,2019,Threatened Species: Plants (number),1.00
20,Andorra,2020,Threatened Species: Plants (number),1.00
20,Andorra,2021,Threatened Species: Plants (number),1.00
20,Andorra,2004,Threatened Species: Total (number),5.00
20,Andorra,2010,Threatened Species: Total (number),8.00
20,Andorra,2015,Threatened Species: Total (number),11.00
20,Andorra,2018,Threatened Species: Total (number),14.00
20,Andorra,2019,Threatened Species: Total (number),15.00
20,Andorra,2020,Threatened Species: Total (number),15.00
20,Andorra,2021,Threatened Species: Total (number),14.00
24,Angola,2004,Threatened Species: Vertebrates (number),44.00
24,Angola,2010,Threatened Species: Vertebrates (number),77.00
24,Angola,2015,Threatened Species: Vertebrates (number),87.00
24,Angola,2018,Threatened Species: Vertebrates (number),108.00
24,Angola,2019,Threatened Species: Vertebrates (number),111.00
24,Angola,2020,Threatened Species: Vertebrates (number),117.00
24,Angola,2021,Threatened Species: Vertebrates (number),134.00
24,Angola,2004,Threatened Species: Invertebrates (number),6.00
24,Angola,2010,Threatened Species: Invertebrates (number),7.00
24,Angola,2015,Threatened Species: Invertebrates (number),9.00
24,Angola,2018,Threatened Species: Invertebrates (number),11.00
24,Angola,2019,Threatened Species: Invertebrates (number),11.00
24,Angola,2020,Threatened Species: Invertebrates (number),11.00
24,Angola,2021,Threatened Species: Invertebrates (number),11.00
24,Angola,2004,Threatened Species: Plants (number),26.00
24,Angola,2010,Threatened Species: Plants (number),33.00
24,Angola,2015,Threatened Species: Plants (number),34.00
24,Angola,2018,Threatened Species: Plants (number),35.00
24,Angola,2019,Threatened Species: Plants (number),36.00
24,Angola,2020,Threatened Species: Plants (number),43.00
24,Angola,2021,Threatened Species: Plants (number),48.00
24,Angola,2004,Threatened Species: Total (number),76.00
24,Angola,2010,Threatened Species: Total (number),117.00
24,Angola,2015,Threatened Species: Total (number),130.00
24,Angola,2018,Threatened Species: Total (number),154.00
24,Angola,2019,Threatened Species: Total (number),158.00
24,Angola,2020,Threatened Species: Total (number),171.00
24,Angola,2021,Threatened Species: Total (number),193.00
28,Antigua and Barbuda,2004,Threatened Species: Vertebrates (number),18.00
28,Antigua and Barbuda,2010,Threatened Species: Vertebrates (number),23.00
28,Antigua and Barbuda,2015,Threatened Species: Vertebrates (number),38.00
28,Antigua and Barbuda,2018,Threatened Species: Vertebrates (number),41.00
28,Antigua and Barbuda,2019,Threatened Species: Vertebrates (number),44.00
28,Antigua and Barbuda,2020,Threatened Species: Vertebrates (number),47.00
28,Antigua and Barbuda,2021,Threatened Species: Vertebrates (number),60.00
28,Antigua and Barbuda,2004,Threatened Species: Invertebrates (number),0.00
28,Antigua and Barbuda,2010,Threatened Species: Invertebrates (number),11.00
28,Antigua and Barbuda,2015,Threatened Species: Invertebrates (number),11.00
28,Antigua and Barbuda,2018,Threatened Species: Invertebrates (number),11.00
28,Antigua and Barbuda,2019,Threatened Species: Invertebrates (number),11.00
28,Antigua and Barbuda,2020,Threatened Species: Invertebrates (number),11.00
28,Antigua and Barbuda,2021,Threatened Species: Invertebrates (number),11.00
28,Antigua and Barbuda,2004,Threatened Species: Plants (number),4.00
28,Antigua and Barbuda,2010,Threatened Species: Plants (number),4.00
28,Antigua and Barbuda,2015,Threatened Species: Plants (number),4.00
28,Antigua and Barbuda,2018,Threatened Species: Plants (number),4.00
28,Antigua and Barbuda,2019,Threatened Species: Plants (number),4.00
28,Antigua and Barbuda,2020,Threatened Species: Plants (number),3.00
28,Antigua and Barbuda,2021,Threatened Species: Plants (number),2.00
28,Antigua and Barbuda,2004,Threatened Species: Total (number),22.00
28,Antigua and Barbuda,2010,Threatened Species: Total (number),38.00
28,Antigua and Barbuda,2015,Threatened Species: Total (number),53.00
28,Antigua and Barbuda,2018,Threatened Species: Total (number),56.00
28,Antigua and Barbuda,2019,Threatened Species: Total (number),59.00
28,Antigua and Barbuda,2020,Threatened Species: Total (number),61.00
28,Antigua and Barbuda,2021,Threatened Species: Total (number),73.00
31,Azerbaijan,2004,Threatened Species: Vertebrates (number),32.00
31,Azerbaijan,2010,Threatened Species: Vertebrates (number),41.00
31,Azerbaijan,2015,Threatened Species: Vertebrates (number),43.00
31,Azerbaijan,2018,Threatened Species: Vertebrates (number),47.00
31,Azerbaijan,2019,Threatened Species: Vertebrates (number),49.00
31,Azerbaijan,2020,Threatened Species: Vertebrates (number),49.00
31,Azerbaijan,2021,Threatened Species: Vertebrates (number),47.00
31,Azerbaijan,2004,Threatened Species: Invertebrates (number),6.00
31,Azerbaijan,2010,Threatened Species: Invertebrates (number),4.00
31,Azerbaijan,2015,Threatened Species: Invertebrates (number),7.00
31,Azerbaijan,2018,Threatened Species: Invertebrates (number),7.00
31,Azerbaijan,2019,Threatened Species: Invertebrates (number),7.00
31,Azerbaijan,2020,Threatened Species: Invertebrates (number),7.00
31,Azerbaijan,2021,Threatened Species: Invertebrates (number),7.00
31,Azerbaijan,2004,Threatened Species: Plants (number),0.00
31,Azerbaijan,2010,Threatened Species: Plants (number),0.00
31,Azerbaijan,2015,Threatened Species: Plants (number),42.00
31,Azerbaijan,2018,Threatened Species: Plants (number),43.00
31,Azerbaijan,2019,Threatened Species: Plants (number),45.00
31,Azerbaijan,2020,Threatened Species: Plants (number),46.00
31,Azerbaijan,2021,Threatened Species: Plants (number),46.00
31,Azerbaijan,2004,Threatened Species: Total (number),38.00
31,Azerbaijan,2010,Threatened Species: Total (number),45.00
31,Azerbaijan,2015,Threatened Species: Total (number),92.00
31,Azerbaijan,2018,Threatened Species: Total (number),97.00
31,Azerbaijan,2019,Threatened Species: Total (number),101.00
31,Azerbaijan,2020,Threatened Species: Total (number),102.00
31,Azerbaijan,2021,Threatened Species: Total (number),100.00
32,Argentina,2004,Threatened Species: Vertebrates (number),134.00
32,Argentina,2010,Threatened Species: Vertebrates (number),157.00
32,Argentina,2015,Threatened Species: Vertebrates (number),160.00
32,Argentina,2018,Threatened Species: Vertebrates (number),186.00
32,Argentina,2019,Threatened Species: Vertebrates (number),190.00
32,Argentina,2020,Threatened Species: Vertebrates (number),194.00
32,Argentina,2021,Threatened Species: Vertebrates (number),210.00
32,Argentina,2004,Threatened Species: Invertebrates (number),10.00
32,Argentina,2010,Threatened Species: Invertebrates (number),12.00
32,Argentina,2015,Threatened Species: Invertebrates (number),13.00
32,Argentina,2018,Threatened Species: Invertebrates (number),14.00
32,Argentina,2019,Threatened Species: Invertebrates (number),14.00
32,Argentina,2020,Threatened Species: Invertebrates (number),15.00
32,Argentina,2021,Threatened Species: Invertebrates (number),19.00
32,Argentina,2004,Threatened Species: Plants (number),42.00
32,Argentina,2010,Threatened Species: Plants (number),44.00
32,Argentina,2015,Threatened Species: Plants (number),70.00
32,Argentina,2018,Threatened Species: Plants (number),70.00
32,Argentina,2019,Threatened Species: Plants (number),75.00
32,Argentina,2020,Threatened Species: Plants (number),76.00
32,Argentina,2021,Threatened Species: Plants (number),91.00
32,Argentina,2004,Threatened Species: Total (number),186.00
32,Argentina,2010,Threatened Species: Total (number),213.00
32,Argentina,2015,Threatened Species: Total (number),243.00
32,Argentina,2018,Threatened Species: Total (number),270.00
32,Argentina,2019,Threatened Species: Total (number),279.00
32,Argentina,2020,Threatened Species: Total (number),285.00
32,Argentina,2021,Threatened Species: Total (number),320.00
36,Australia,2004,Threatened Species: Vertebrates (number),282.00
36,Australia,2010,Threatened Species: Vertebrates (number),297.00
36,Australia,2015,Threatened Species: Vertebrates (number),304.00
36,Australia,2018,Threatened Species: Vertebrates (number),358.00
36,Australia,2019,Threatened Species: Vertebrates (number),363.00
36,Australia,2020,Threatened Species: Vertebrates (number),433.00
36,Australia,2021,Threatened Species: Vertebrates (number),457.00
36,Australia,2004,Threatened Species: Invertebrates (number),283.00
36,Australia,2010,Threatened Species: Invertebrates (number),489.00
36,Australia,2015,Threatened Species: Invertebrates (number),514.00
36,Australia,2018,Threatened Species: Invertebrates (number),534.00
36,Australia,2019,Threatened Species: Invertebrates (number),545.00
36,Australia,2020,Threatened Species: Invertebrates (number),548.00
36,Australia,2021,Threatened Species: Invertebrates (number),556.00
36,Australia,2004,Threatened Species: Plants (number),56.00
36,Australia,2010,Threatened Species: Plants (number),67.00
36,Australia,2015,Threatened Species: Plants (number),91.00
36,Australia,2018,Threatened Species: Plants (number),106.00
36,Australia,2019,Threatened Species: Plants (number),108.00
36,Australia,2020,Threatened Species: Plants (number),327.00
36,Australia,2021,Threatened Species: Plants (number),760.00
36,Australia,2004,Threatened Species: Total (number),621.00
36,Australia,2010,Threatened Species: Total (number),853.00
36,Australia,2015,Threatened Species: Total (number),909.00
36,Australia,2018,Threatened Species: Total (number),998.00
36,Australia,2019,Threatened Species: Total (number),1016.00
36,Australia,2020,Threatened Species: Total (number),1308.00
36,Australia,2021,Threatened Species: Total (number),1773.00
40,Austria,2004,Threatened Species: Vertebrates (number),20.00
40,Austria,2010,Threatened Species: Vertebrates (number),23.00
40,Austria,2015,Threatened Species: Vertebrates (number),24.00
40,Austria,2018,Threatened Species: Vertebrates (number),28.00
40,Austria,2019,Threatened Species: Vertebrates (number),28.00
40,Austria,2020,Threatened Species: Vertebrates (number),28.00
40,Austria,2021,Threatened Species: Vertebrates (number),30.00
40,Austria,2004,Threatened Species: Invertebrates (number),44.00
40,Austria,2010,Threatened Species: Invertebrates (number),55.00
40,Austria,2015,Threatened Species: Invertebrates (number),69.00
40,Austria,2018,Threatened Species: Invertebrates (number),74.00
40,Austria,2019,Threatened Species: Invertebrates (number),74.00
40,Austria,2020,Threatened Species: Invertebrates (number),74.00
40,Austria,2021,Threatened Species: Invertebrates (number),74.00
40,Austria,2004,Threatened Species: Plants (number),3.00
40,Austria,2010,Threatened Species: Plants (number),4.00
40,Austria,2015,Threatened Species: Plants (number),13.00
40,Austria,2018,Threatened Species: Plants (number),25.00
40,Austria,2019,Threatened Species: Plants (number),68.00
40,Austria,2020,Threatened Species: Plants (number),83.00
40,Austria,2021,Threatened Species: Plants (number),84.00
40,Austria,2004,Threatened Species: Total (number),67.00
40,Austria,2010,Threatened Species: Total (number),82.00
40,Austria,2015,Threatened Species: Total (number),106.00
40,Austria,2018,Threatened Species: Total (number),127.00
40,Austria,2019,Threatened Species: Total (number),170.00
40,Austria,2020,Threatened Species: Total (number),185.00
40,Austria,2021,Threatened Species: Total (number),188.00
44,Bahamas,2004,Threatened Species: Vertebrates (number),36.00
44,Bahamas,2010,Threatened Species: Vertebrates (number),44.00
44,Bahamas,2015,Threatened Species: Vertebrates (number),61.00
44,Bahamas,2018,Threatened Species: Vertebrates (number),71.00
44,Bahamas,2019,Threatened Species: Vertebrates (number),71.00
44,Bahamas,2020,Threatened Species: Vertebrates (number),72.00
44,Bahamas,2021,Threatened Species: Vertebrates (number),85.00
44,Bahamas,2004,Threatened Species: Invertebrates (number),1.00
44,Bahamas,2010,Threatened Species: Invertebrates (number),11.00
44,Bahamas,2015,Threatened Species: Invertebrates (number),12.00
44,Bahamas,2018,Threatened Species: Invertebrates (number),12.00
44,Bahamas,2019,Threatened Species: Invertebrates (number),12.00
44,Bahamas,2020,Threatened Species: Invertebrates (number),12.00
44,Bahamas,2021,Threatened Species: Invertebrates (number),13.00
44,Bahamas,2004,Threatened Species: Plants (number),5.00
44,Bahamas,2010,Threatened Species: Plants (number),7.00
44,Bahamas,2015,Threatened Species: Plants (number),8.00
44,Bahamas,2018,Threatened Species: Plants (number),7.00
44,Bahamas,2019,Threatened Species: Plants (number),12.00
44,Bahamas,2020,Threatened Species: Plants (number),12.00
44,Bahamas,2021,Threatened Species: Plants (number),23.00
44,Bahamas,2004,Threatened Species: Total (number),42.00
44,Bahamas,2010,Threatened Species: Total (number),62.00
44,Bahamas,2015,Threatened Species: Total (number),81.00
44,Bahamas,2018,Threatened Species: Total (number),90.00
44,Bahamas,2019,Threatened Species: Total (number),95.00
44,Bahamas,2020,Threatened Species: Total (number),96.00
44,Bahamas,2021,Threatened Species: Total (number),121.00
48,Bahrain,2004,Threatened Species: Vertebrates (number),18.00
48,Bahrain,2010,Threatened Species: Vertebrates (number),19.00
48,Bahrain,2015,Threatened Species: Vertebrates (number),19.00
48,Bahrain,2018,Threatened Species: Vertebrates (number),27.00
48,Bahrain,2019,Threatened Species: Vertebrates (number),33.00
48,Bahrain,2020,Threatened Species: Vertebrates (number),34.00
48,Bahrain,2021,Threatened Species: Vertebrates (number),40.00
48,Bahrain,2004,Threatened Species: Invertebrates (number),0.00
48,Bahrain,2010,Threatened Species: Invertebrates (number),13.00
48,Bahrain,2015,Threatened Species: Invertebrates (number),13.00
48,Bahrain,2018,Threatened Species: Invertebrates (number),13.00
48,Bahrain,2019,Threatened Species: Invertebrates (number),13.00
48,Bahrain,2020,Threatened Species: Invertebrates (number),13.00
48,Bahrain,2021,Threatened Species: Invertebrates (number),13.00
48,Bahrain,2004,Threatened Species: Plants (number),0.00
48,Bahrain,2010,Threatened Species: Plants (number),0.00
48,Bahrain,2015,Threatened Species: Plants (number),0.00
48,Bahrain,2018,Threatened Species: Plants (number),0.00
48,Bahrain,2019,Threatened Species: Plants (number),0.00
48,Bahrain,2020,Threatened Species: Plants (number),0.00
48,Bahrain,2021,Threatened Species: Plants (number),0.00
48,Bahrain,2004,Threatened Species: Total (number),18.00
48,Bahrain,2010,Threatened Species: Total (number),32.00
48,Bahrain,2015,Threatened Species: Total (number),32.00
48,Bahrain,2018,Threatened Species: Total (number),40.00
48,Bahrain,2019,Threatened Species: Total (number),46.00
48,Bahrain,2020,Threatened Species: Total (number),47.00
48,Bahrain,2021,Threatened Species: Total (number),53.00
50,Bangladesh,2004,Threatened Species: Vertebrates (number),73.00
50,Bangladesh,2010,Threatened Species: Vertebrates (number),104.00
50,Bangladesh,2015,Threatened Species: Vertebrates (number),109.00
50,Bangladesh,2018,Threatened Species: Vertebrates (number),125.00
50,Bangladesh,2019,Threatened Species: Vertebrates (number),128.00
50,Bangladesh,2020,Threatened Species: Vertebrates (number),133.00
50,Bangladesh,2021,Threatened Species: Vertebrates (number),163.00
50,Bangladesh,2004,Threatened Species: Invertebrates (number),0.00
50,Bangladesh,2010,Threatened Species: Invertebrates (number),2.00
50,Bangladesh,2015,Threatened Species: Invertebrates (number),7.00
50,Bangladesh,2018,Threatened Species: Invertebrates (number),7.00
50,Bangladesh,2019,Threatened Species: Invertebrates (number),7.00
50,Bangladesh,2020,Threatened Species: Invertebrates (number),7.00
50,Bangladesh,2021,Threatened Species: Invertebrates (number),7.00
50,Bangladesh,2004,Threatened Species: Plants (number),12.00
50,Bangladesh,2010,Threatened Species: Plants (number),16.00
50,Bangladesh,2015,Threatened Species: Plants (number),21.00
50,Bangladesh,2018,Threatened Species: Plants (number),22.00
50,Bangladesh,2019,Threatened Species: Plants (number),23.00
50,Bangladesh,2020,Threatened Species: Plants (number),25.00
50,Bangladesh,2021,Threatened Species: Plants (number),31.00
50,Bangladesh,2004,Threatened Species: Total (number),85.00
50,Bangladesh,2010,Threatened Species: Total (number),122.00
50,Bangladesh,2015,Threatened Species: Total (number),137.00
50,Bangladesh,2018,Threatened Species: Total (number),154.00
50,Bangladesh,2019,Threatened Species: Total (number),158.00
50,Bangladesh,2020,Threatened Species: Total (number),165.00
50,Bangladesh,2021,Threatened Species: Total (number),201.00
51,Armenia,2004,Threatened Species: Vertebrates (number),27.00
51,Armenia,2010,Threatened Species: Vertebrates (number),29.00
51,Armenia,2015,Threatened Species: Vertebrates (number),31.00
51,Armenia,2018,Threatened Species: Vertebrates (number),33.00
51,Armenia,2019,Threatened Species: Vertebrates (number),34.00
51,Armenia,2020,Threatened Species: Vertebrates (number),34.00
51,Armenia,2021,Threatened Species: Vertebrates (number),32.00
51,Armenia,2004,Threatened Species: Invertebrates (number),7.00
51,Armenia,2010,Threatened Species: Invertebrates (number),6.00
51,Armenia,2015,Threatened Species: Invertebrates (number),9.00
51,Armenia,2018,Threatened Species: Invertebrates (number),9.00
51,Armenia,2019,Threatened Species: Invertebrates (number),9.00
51,Armenia,2020,Threatened Species: Invertebrates (number),9.00
51,Armenia,2021,Threatened Species: Invertebrates (number),8.00
51,Armenia,2004,Threatened Species: Plants (number),1.00
51,Armenia,2010,Threatened Species: Plants (number),1.00
51,Armenia,2015,Threatened Species: Plants (number),71.00
51,Armenia,2018,Threatened Species: Plants (number),73.00
51,Armenia,2019,Threatened Species: Plants (number),76.00
51,Armenia,2020,Threatened Species: Plants (number),76.00
51,Armenia,2021,Threatened Species: Plants (number),76.00
51,Armenia,2004,Threatened Species: Total (number),35.00
51,Armenia,2010,Threatened Species: Total (number),36.00
51,Armenia,2015,Threatened Species: Total (number),111.00
51,Armenia,2018,Threatened Species: Total (number),115.00
51,Armenia,2019,Threatened Species: Total (number),119.00
51,Armenia,2020,Threatened Species: Total (number),119.00
51,Armenia,2021,Threatened Species: Total (number),116.00
52,Barbados,2004,Threatened Species: Vertebrates (number),18.00
52,Barbados,2010,Threatened Species: Vertebrates (number),24.00
52,Barbados,2015,Threatened Species: Vertebrates (number),37.00
52,Barbados,2018,Threatened Species: Vertebrates (number),43.00
52,Barbados,2019,Threatened Species: Vertebrates (number),44.00
52,Barbados,2020,Threatened Species: Vertebrates (number),48.00
52,Barbados,2021,Threatened Species: Vertebrates (number),59.00
52,Barbados,2004,Threatened Species: Invertebrates (number),0.00
52,Barbados,2010,Threatened Species: Invertebrates (number),10.00
52,Barbados,2015,Threatened Species: Invertebrates (number),11.00
52,Barbados,2018,Threatened Species: Invertebrates (number),11.00
52,Barbados,2019,Threatened Species: Invertebrates (number),11.00
52,Barbados,2020,Threatened Species: Invertebrates (number),11.00
52,Barbados,2021,Threatened Species: Invertebrates (number),11.00
52,Barbados,2004,Threatened Species: Plants (number),2.00
52,Barbados,2010,Threatened Species: Plants (number),2.00
52,Barbados,2015,Threatened Species: Plants (number),3.00
52,Barbados,2018,Threatened Species: Plants (number),3.00
52,Barbados,2019,Threatened Species: Plants (number),3.00
52,Barbados,2020,Threatened Species: Plants (number),3.00
52,Barbados,2021,Threatened Species: Plants (number),4.00
52,Barbados,2004,Threatened Species: Total (number),20.00
52,Barbados,2010,Threatened Species: Total (number),36.00
52,Barbados,2015,Threatened Species: Total (number),51.00
52,Barbados,2018,Threatened Species: Total (number),57.00
52,Barbados,2019,Threatened Species: Total (number),58.00
52,Barbados,2020,Threatened Species: Total (number),62.00
52,Barbados,2021,Threatened Species: Total (number),74.00
56,Belgium,2004,Threatened Species: Vertebrates (number),25.00
56,Belgium,2010,Threatened Species: Vertebrates (number),15.00
56,Belgium,2015,Threatened Species: Vertebrates (number),16.00
56,Belgium,2018,Threatened Species: Vertebrates (number),23.00
56,Belgium,2019,Threatened Species: Vertebrates (number),23.00
